user_id,product_id,product_category,event_type,event_timestamp,price,user_location,device_type,quantity,coupon_used,user_age,user_gender,product_rating,product_stock_status,payment_method
U341,P833,Sports,purchase,18-03-2025 19:28,526.4,Mumbai,Mobile,1,No,45-54,Other,3.62,Out of Stock,Credit Card
U344,P491,Books,view,17-03-2025 19:19,831.81,Hyderabad,Mobile,0,No,18-24,Male,2.55,Out of Stock,
U893,P826,Electronics,view,16-02-2025 16:36,838.69,Mumbai,Mobile,0,Yes,35-44,Female,2.38,Out of Stock,
U792,P543,Books,add_to_cart,02-05-2025 06:38,509.99,Bangalore,Desktop,4,No,25-34,Other,4.51,In Stock,
U619,P317,Home,purchase,30-12-2024 21:19,703.55,Chennai,Mobile,3,No,35-44,Female,3.02,Out of Stock,Debit Card
U946,P550,Clothing,view,05-04-2025 03:15,288.93,Pune,Mobile,0,Yes,25-34,Other,3.99,In Stock,
U238,P865,Electronics,purchase,22-01-2025 02:25,260.15,Kolkata,Mobile,4,Yes,55+,Male,3.31,In Stock,Credit Card
U252,P524,Electronics,add_to_cart,25-05-2025 15:49,317.22,Chennai,Mobile,1,Yes,25-34,Other,3.18,In Stock,
U594,P409,Beauty,add_to_cart,20-03-2025 03:19,1010.54,Kolkata,Tablet,4,Yes,55+,Male,2.76,In Stock,
U352,P785,Home,add_to_cart,24-12-2024 12:00,345.12,Delhi,Tablet,1,No,55+,Female,4.99,In Stock,
U562,P671,Home,view,24-12-2024 08:50,414.31,Chennai,Desktop,0,Yes,25-34,Male,1.72,In Stock,
U97,P41,Books,add_to_cart,25-02-2025 08:19,659.41,Chennai,Mobile,3,Yes,18-24,Male,3.2,Out of Stock,
U948,P669,Clothing,purchase,01-06-2025 17:26,1022.14,Chennai,Tablet,1,Yes,45-54,Male,1.8,In Stock,Net Banking
U602,P460,Sports,add_to_cart,23-01-2025 02:24,1034.42,Delhi,Desktop,5,No,25-34,Other,4.21,Out of Stock,
U532,P60,Toys,view,16-01-2025 08:30,386.73,Delhi,Tablet,0,No,45-54,Other,3.03,Out of Stock,
U598,P298,Beauty,add_to_cart,01-02-2025 04:54,522.92,Pune,Tablet,4,No,55+,Male,1.11,Out of Stock,
U576,P208,Books,view,03-02-2025 00:24,296.25,Pune,Mobile,0,Yes,55+,Male,2.73,Out of Stock,
U715,P664,Beauty,purchase,09-12-2024 03:05,444.56,Pune,Mobile,5,Yes,18-24,Male,4.43,In Stock,Cash
U782,P918,Books,purchase,20-04-2025 21:51,421.36,Pune,Tablet,4,Yes,35-44,Other,4.54,In Stock,Cash
U744,P321,Electronics,purchase,10-04-2025 20:43,503.15,Bangalore,Desktop,1,No,18-24,Female,1.25,In Stock,Net Banking
U354,P191,Home,view,27-05-2025 14:12,614.53,Kolkata,Desktop,0,Yes,55+,Other,3.57,Out of Stock,
U371,P588,Beauty,purchase,14-01-2025 17:02,434.49,Delhi,Tablet,5,No,18-24,Female,3.66,In Stock,UPI
U428,P97,Toys,add_to_cart,31-03-2025 08:40,472.31,Chennai,Mobile,1,No,45-54,Male,2.39,Out of Stock,
U699,P588,Books,purchase,23-12-2024 17:35,273.47,Pune,Mobile,1,Yes,25-34,Female,4.73,Out of Stock,Credit Card
U577,P528,Electronics,add_to_cart,29-04-2025 00:54,974.31,Delhi,Desktop,1,No,25-34,Female,4.76,Out of Stock,
U875,P958,Clothing,purchase,30-12-2024 03:21,477.58,Bangalore,Mobile,3,No,18-24,Male,3.96,In Stock,Net Banking
U970,P77,Sports,view,15-01-2025 21:00,274.99,Chennai,Tablet,0,No,35-44,Other,1.8,Out of Stock,
U181,P912,Clothing,view,18-05-2025 22:31,1040.61,Bangalore,Mobile,0,No,45-54,Male,4.25,Out of Stock,
U249,P62,Sports,add_to_cart,23-01-2025 20:23,567.26,Pune,Tablet,4,Yes,18-24,Other,4.57,Out of Stock,
U506,P68,Clothing,add_to_cart,02-05-2025 14:26,204.51,Bangalore,Tablet,5,Yes,35-44,Male,2.87,Out of Stock,
U759,P868,Books,purchase,14-12-2024 06:30,576.99,Kolkata,Mobile,2,No,55+,Female,3.4,In Stock,Cash
U478,P159,Beauty,view,16-04-2025 14:23,865.39,Chennai,Mobile,0,Yes,55+,Female,1.86,In Stock,
U252,P667,Books,purchase,14-01-2025 07:56,389.77,Hyderabad,Tablet,5,Yes,18-24,Other,2.59,Out of Stock,Debit Card
U426,P335,Sports,add_to_cart,18-01-2025 21:00,943.29,Mumbai,Tablet,2,No,18-24,Other,4.2,In Stock,
U336,P745,Beauty,view,11-01-2025 00:51,342.42,Mumbai,Mobile,0,Yes,25-34,Female,3.27,In Stock,
U609,P873,Toys,add_to_cart,01-04-2025 23:04,88.33,Bangalore,Desktop,1,No,55+,Male,1.32,Out of Stock,
U16,P868,Books,purchase,08-02-2025 20:06,415.59,Hyderabad,Desktop,4,No,55+,Female,2.49,Out of Stock,UPI
U97,P144,Clothing,purchase,10-05-2025 17:34,953.95,Hyderabad,Tablet,3,Yes,18-24,Female,2.14,In Stock,Cash
U843,P857,Beauty,add_to_cart,24-03-2025 02:43,884.17,Pune,Mobile,4,No,25-34,Other,4.61,In Stock,
U517,P999,Beauty,add_to_cart,05-02-2025 06:29,402.33,Bangalore,Mobile,4,Yes,55+,Other,4.94,In Stock,
U478,P236,Books,view,16-12-2024 10:55,360.32,Bangalore,Mobile,0,No,18-24,Male,3.45,Out of Stock,
U319,P916,Electronics,view,13-03-2025 17:11,617.7,Kolkata,Mobile,0,No,25-34,Female,3.85,Out of Stock,
U512,P39,Electronics,view,12-02-2025 00:48,416.13,Mumbai,Mobile,0,No,18-24,Female,4.33,In Stock,
U123,P393,Clothing,add_to_cart,19-03-2025 02:44,688.92,Mumbai,Desktop,3,Yes,25-34,Male,1.37,Out of Stock,
U965,P509,Electronics,view,29-03-2025 22:13,222.74,Delhi,Desktop,0,Yes,55+,Female,2.57,In Stock,
U36,P67,Clothing,add_to_cart,17-03-2025 09:37,301.6,Kolkata,Tablet,5,Yes,45-54,Male,3.95,Out of Stock,
U442,P8,Clothing,view,26-03-2025 10:24,268.55,Delhi,Tablet,0,No,35-44,Female,1.69,Out of Stock,
U796,P407,Books,purchase,19-02-2025 08:33,993.36,Chennai,Desktop,5,No,45-54,Other,3.23,In Stock,Cash
U652,P425,Clothing,view,15-04-2025 11:49,362.3,Kolkata,Tablet,0,Yes,55+,Male,4.61,In Stock,
U681,P782,Beauty,view,29-01-2025 10:29,167.27,Bangalore,Tablet,0,Yes,35-44,Female,4.19,In Stock,
U320,P858,Electronics,view,17-01-2025 13:32,367.63,Kolkata,Mobile,0,Yes,45-54,Female,3.59,Out of Stock,
U384,P189,Electronics,purchase,05-03-2025 19:04,843.64,Kolkata,Mobile,3,No,45-54,Other,4.65,In Stock,Credit Card
U375,P905,Toys,add_to_cart,10-05-2025 10:09,612.31,Pune,Desktop,2,Yes,18-24,Female,3.82,Out of Stock,
U960,P188,Home,add_to_cart,08-03-2025 16:58,405.77,Kolkata,Tablet,3,No,35-44,Female,1.07,Out of Stock,
U616,P322,Clothing,view,07-04-2025 00:59,89.8,Chennai,Desktop,0,Yes,18-24,Male,4.01,In Stock,
U632,P238,Electronics,purchase,02-02-2025 01:55,685.44,Pune,Mobile,3,No,55+,Other,2.09,Out of Stock,UPI
U662,P111,Electronics,purchase,17-05-2025 17:03,510.28,Mumbai,Mobile,2,Yes,25-34,Other,1.33,Out of Stock,Debit Card
U212,P994,Home,add_to_cart,23-02-2025 14:23,935.09,Chennai,Mobile,5,Yes,45-54,Female,4.27,Out of Stock,
U635,P212,Sports,add_to_cart,23-02-2025 16:27,109.65,Hyderabad,Desktop,1,No,55+,Female,4.44,In Stock,
U531,P72,Electronics,purchase,03-03-2025 10:16,850.94,Kolkata,Tablet,2,Yes,18-24,Female,1.81,In Stock,Net Banking
U293,P251,Toys,purchase,17-05-2025 01:10,830.57,Bangalore,Tablet,1,No,55+,Female,1.38,Out of Stock,Cash
U295,P332,Beauty,purchase,20-12-2024 00:29,1000.26,Hyderabad,Tablet,5,No,25-34,Other,2.78,In Stock,Cash
U182,P96,Home,purchase,08-04-2025 16:31,914.37,Pune,Mobile,5,No,35-44,Female,4.05,In Stock,UPI
U662,P931,Electronics,view,21-12-2024 10:09,461.31,Pune,Mobile,0,No,55+,Female,2.82,Out of Stock,
U71,P333,Electronics,view,22-01-2025 16:03,952.33,Delhi,Mobile,0,No,35-44,Female,1.24,Out of Stock,
U607,P455,Electronics,add_to_cart,26-12-2024 00:46,612.9,Delhi,Tablet,3,No,18-24,Male,4.45,In Stock,
U252,P284,Beauty,view,27-03-2025 18:44,798.81,Delhi,Desktop,0,Yes,45-54,Male,1.04,Out of Stock,
U545,P424,Electronics,purchase,11-02-2025 15:18,425.39,Bangalore,Mobile,3,Yes,18-24,Other,1.9,In Stock,Cash
U250,P941,Toys,purchase,27-12-2024 11:20,239.37,Delhi,Mobile,5,No,45-54,Other,4.19,In Stock,Credit Card
U592,P720,Home,purchase,17-12-2024 07:21,86.98,Pune,Mobile,4,No,18-24,Male,2.56,In Stock,Cash
U955,P851,Books,purchase,21-12-2024 22:44,652.71,Kolkata,Desktop,5,No,55+,Female,1.16,Out of Stock,Debit Card
U655,P519,Toys,add_to_cart,17-02-2025 21:03,211.92,Mumbai,Tablet,4,No,45-54,Other,3.21,Out of Stock,
U422,P655,Sports,purchase,18-12-2024 14:39,95.71,Pune,Mobile,2,No,55+,Male,1.09,In Stock,UPI
U687,P528,Home,add_to_cart,07-12-2024 17:19,893.57,Mumbai,Tablet,3,Yes,18-24,Female,3.77,Out of Stock,
U528,P79,Clothing,add_to_cart,03-04-2025 02:56,240.33,Mumbai,Mobile,1,No,45-54,Other,3.24,Out of Stock,
U641,P651,Toys,add_to_cart,28-02-2025 22:04,902.14,Delhi,Tablet,3,No,18-24,Female,3.95,In Stock,
U159,P865,Electronics,view,21-05-2025 14:57,826.25,Bangalore,Desktop,0,Yes,18-24,Female,4.91,Out of Stock,
U227,P688,Toys,view,24-03-2025 22:40,233.16,Pune,Desktop,0,Yes,35-44,Male,3.99,In Stock,
U146,P269,Books,add_to_cart,20-02-2025 10:27,51.34,Chennai,Tablet,5,Yes,25-34,Male,2.56,Out of Stock,
U342,P501,Beauty,purchase,05-05-2025 10:09,806.56,Bangalore,Mobile,3,Yes,45-54,Other,2.53,Out of Stock,Debit Card
U815,P838,Clothing,purchase,06-01-2025 20:42,733.53,Kolkata,Mobile,5,Yes,18-24,Male,1.38,Out of Stock,Net Banking
U21,P571,Toys,view,14-02-2025 04:42,938.55,Kolkata,Desktop,0,No,45-54,Female,3.85,In Stock,
U482,P876,Beauty,add_to_cart,04-04-2025 22:56,511.94,Kolkata,Desktop,1,No,55+,Other,1.29,In Stock,
U158,P193,Electronics,add_to_cart,31-01-2025 04:44,868.45,Pune,Desktop,2,No,55+,Other,2.7,In Stock,
U854,P117,Toys,view,26-12-2024 16:25,485.11,Chennai,Tablet,0,No,18-24,Female,1.89,Out of Stock,
U686,P789,Toys,purchase,26-01-2025 12:55,944.93,Bangalore,Desktop,5,No,18-24,Female,4.99,Out of Stock,Cash
U829,P781,Clothing,add_to_cart,07-04-2025 22:41,189.26,Delhi,Mobile,1,Yes,55+,Other,1.45,Out of Stock,
U70,P799,Home,add_to_cart,24-05-2025 04:32,186.42,Mumbai,Desktop,4,No,45-54,Other,3.39,Out of Stock,
U127,P572,Books,purchase,11-01-2025 04:10,927.87,Hyderabad,Tablet,2,No,45-54,Other,4.01,In Stock,Net Banking
U786,P444,Clothing,add_to_cart,24-04-2025 14:43,837.31,Pune,Desktop,1,Yes,18-24,Other,3.77,Out of Stock,
U820,P23,Clothing,purchase,08-03-2025 20:08,891.04,Delhi,Tablet,3,Yes,55+,Other,4.68,Out of Stock,Credit Card
U848,P117,Beauty,add_to_cart,25-02-2025 10:14,221.92,Mumbai,Mobile,2,Yes,35-44,Other,4.78,Out of Stock,
U589,P710,Books,add_to_cart,20-04-2025 10:30,560.4,Chennai,Mobile,4,Yes,45-54,Male,3.99,In Stock,
U654,P255,Sports,purchase,27-01-2025 10:56,283.13,Hyderabad,Desktop,3,Yes,35-44,Female,2.14,In Stock,Cash
U436,P224,Beauty,purchase,14-01-2025 13:36,721.16,Chennai,Mobile,5,Yes,45-54,Male,4.25,Out of Stock,Debit Card
U496,P133,Home,add_to_cart,05-04-2025 16:34,308.4,Bangalore,Desktop,4,Yes,35-44,Other,1.06,Out of Stock,
U551,P864,Sports,view,07-03-2025 04:22,684.87,Pune,Tablet,0,Yes,25-34,Female,4.6,Out of Stock,
U77,P540,Home,purchase,18-04-2025 23:58,383.95,Delhi,Tablet,2,Yes,25-34,Female,1.74,In Stock,Cash
U755,P993,Clothing,purchase,26-05-2025 14:33,680.16,Pune,Desktop,3,No,55+,Male,2.64,Out of Stock,Debit Card
U997,P137,Toys,view,13-12-2024 02:32,92.7,Chennai,Mobile,0,Yes,18-24,Other,3,Out of Stock,
U5,P432,Home,purchase,05-03-2025 10:49,283.97,Hyderabad,Mobile,1,No,18-24,Female,1.5,In Stock,Cash
U644,P244,Books,view,07-04-2025 20:14,345.86,Chennai,Desktop,0,No,55+,Female,4.68,In Stock,
U685,P285,Toys,purchase,05-01-2025 21:42,338.02,Kolkata,Tablet,3,Yes,25-34,Male,3.02,In Stock,Credit Card
U282,P716,Home,purchase,02-03-2025 09:39,286.63,Mumbai,Desktop,4,No,55+,Male,4.93,Out of Stock,Cash
U876,P577,Electronics,purchase,18-05-2025 17:57,327.02,Bangalore,Tablet,4,Yes,18-24,Male,2.29,In Stock,Cash
U58,P486,Clothing,purchase,11-04-2025 03:14,625.88,Chennai,Desktop,5,Yes,45-54,Male,1.4,In Stock,Debit Card
U878,P83,Electronics,add_to_cart,24-04-2025 00:11,401.33,Hyderabad,Desktop,2,No,18-24,Female,3.63,Out of Stock,
U945,P416,Clothing,add_to_cart,08-04-2025 22:18,844.9,Bangalore,Tablet,3,No,35-44,Male,1.98,Out of Stock,
U135,P375,Beauty,add_to_cart,24-12-2024 21:21,1021.15,Kolkata,Mobile,4,Yes,25-34,Male,4.28,In Stock,
U742,P891,Sports,add_to_cart,06-03-2025 23:00,1033.31,Mumbai,Mobile,4,Yes,25-34,Other,3.96,Out of Stock,
U712,P683,Toys,view,05-01-2025 00:14,974.51,Delhi,Mobile,0,No,18-24,Male,2.74,Out of Stock,
U463,P695,Toys,add_to_cart,10-03-2025 02:24,363.5,Delhi,Desktop,2,No,35-44,Male,3.04,In Stock,
U134,P340,Sports,purchase,30-12-2024 00:12,159.43,Kolkata,Desktop,4,No,18-24,Male,4.01,In Stock,Credit Card
U900,P103,Books,view,22-02-2025 01:33,451.24,Delhi,Tablet,0,Yes,45-54,Female,4.99,Out of Stock,
U777,P376,Home,view,01-05-2025 22:02,606.62,Mumbai,Mobile,0,Yes,55+,Female,1.27,Out of Stock,
U108,P72,Sports,add_to_cart,08-02-2025 23:10,630.19,Hyderabad,Tablet,4,Yes,18-24,Female,1.2,In Stock,
U61,P675,Electronics,purchase,22-12-2024 13:06,369.13,Chennai,Desktop,2,Yes,25-34,Male,4.15,In Stock,Credit Card
U564,P720,Sports,view,23-05-2025 18:51,298.15,Hyderabad,Mobile,0,No,25-34,Female,2.07,In Stock,
U426,P992,Toys,purchase,15-02-2025 22:22,502.6,Kolkata,Mobile,5,Yes,55+,Male,1.52,Out of Stock,Credit Card
U254,P929,Toys,add_to_cart,20-02-2025 09:43,376.1,Pune,Tablet,5,No,18-24,Male,4.2,Out of Stock,
U719,P468,Beauty,view,27-03-2025 21:34,555.54,Mumbai,Desktop,0,No,25-34,Male,4.23,Out of Stock,
U516,P364,Books,view,16-04-2025 21:06,910.52,Delhi,Tablet,0,Yes,55+,Female,4.71,Out of Stock,
U206,P173,Sports,purchase,09-05-2025 06:28,526.3,Pune,Tablet,3,No,45-54,Female,1.17,Out of Stock,Cash
U179,P605,Home,purchase,19-01-2025 06:07,127.01,Chennai,Tablet,2,No,45-54,Female,3.01,In Stock,Credit Card
U124,P822,Beauty,purchase,05-04-2025 22:34,846.73,Chennai,Desktop,5,No,55+,Male,1.74,Out of Stock,Credit Card
U734,P606,Toys,purchase,15-02-2025 23:06,319.95,Kolkata,Desktop,4,No,18-24,Other,1.87,In Stock,UPI
U5,P989,Beauty,purchase,07-03-2025 07:34,562.19,Kolkata,Tablet,4,No,18-24,Other,4.52,In Stock,Debit Card
U61,P585,Beauty,view,25-03-2025 19:17,677.33,Hyderabad,Desktop,0,Yes,18-24,Female,4.41,In Stock,
U303,P92,Toys,add_to_cart,30-01-2025 14:01,1045.53,Chennai,Desktop,5,No,55+,Male,2.17,In Stock,
U534,P834,Toys,purchase,21-01-2025 18:18,409.06,Pune,Mobile,1,No,25-34,Female,2.18,In Stock,Credit Card
U169,P794,Electronics,purchase,21-05-2025 13:56,282.76,Pune,Desktop,2,Yes,18-24,Female,3.91,Out of Stock,Net Banking
U692,P776,Toys,view,30-04-2025 11:03,772.2,Hyderabad,Mobile,0,No,35-44,Other,3.09,In Stock,
U885,P595,Beauty,view,08-02-2025 11:36,866.04,Hyderabad,Tablet,0,No,18-24,Female,2.11,In Stock,
U72,P367,Beauty,purchase,23-12-2024 03:53,412.27,Chennai,Desktop,4,No,25-34,Female,2.13,Out of Stock,Credit Card
U684,P119,Books,view,06-01-2025 04:48,235.12,Hyderabad,Mobile,0,No,25-34,Female,1.47,In Stock,
U828,P284,Toys,view,02-03-2025 04:43,732.69,Bangalore,Desktop,0,No,25-34,Other,2.92,Out of Stock,
U165,P454,Electronics,add_to_cart,21-03-2025 07:15,630.58,Kolkata,Mobile,3,Yes,45-54,Male,4.71,In Stock,
U822,P317,Clothing,purchase,10-02-2025 02:36,238.88,Bangalore,Mobile,2,Yes,35-44,Female,4.53,Out of Stock,UPI
U429,P3,Clothing,add_to_cart,31-01-2025 15:07,576.24,Bangalore,Tablet,5,No,35-44,Other,4.19,In Stock,
U282,P196,Toys,purchase,14-02-2025 12:45,462.74,Kolkata,Mobile,3,Yes,18-24,Female,4.51,Out of Stock,UPI
U829,P117,Clothing,purchase,27-03-2025 09:37,831.76,Delhi,Tablet,4,No,18-24,Female,2.25,Out of Stock,UPI
U622,P163,Sports,add_to_cart,03-04-2025 10:12,107.98,Kolkata,Mobile,5,No,25-34,Female,4.49,In Stock,
U177,P974,Books,add_to_cart,02-06-2025 01:36,297.01,Bangalore,Desktop,2,No,35-44,Female,3.65,In Stock,
U903,P11,Sports,add_to_cart,20-12-2024 20:31,735.94,Delhi,Desktop,1,No,45-54,Female,4.58,In Stock,
U414,P456,Electronics,view,24-03-2025 05:16,511.61,Hyderabad,Mobile,0,No,18-24,Male,2.78,In Stock,
U52,P715,Electronics,view,30-01-2025 15:46,167.1,Chennai,Mobile,0,Yes,18-24,Other,4.11,Out of Stock,
U378,P77,Books,purchase,27-02-2025 06:00,74.83,Chennai,Mobile,2,No,45-54,Male,1.08,In Stock,Debit Card
U604,P686,Sports,view,03-03-2025 08:56,273.8,Bangalore,Desktop,0,No,45-54,Male,4.58,Out of Stock,
U697,P67,Books,add_to_cart,16-01-2025 19:22,326.76,Pune,Tablet,2,Yes,35-44,Other,4.85,Out of Stock,
U618,P296,Toys,purchase,13-03-2025 17:20,828.57,Hyderabad,Tablet,4,Yes,25-34,Female,1.27,Out of Stock,UPI
U703,P725,Books,purchase,24-04-2025 04:20,191.72,Kolkata,Tablet,3,No,45-54,Male,2.93,Out of Stock,Credit Card
U679,P876,Sports,view,25-04-2025 14:05,1025.84,Pune,Tablet,0,No,18-24,Other,4.7,In Stock,
U858,P189,Electronics,purchase,05-12-2024 23:05,980.64,Pune,Tablet,3,Yes,55+,Other,1.5,In Stock,UPI
U124,P31,Beauty,purchase,22-12-2024 14:07,780.16,Hyderabad,Desktop,3,Yes,45-54,Male,1.15,Out of Stock,UPI
U826,P230,Toys,add_to_cart,06-05-2025 04:50,302.59,Bangalore,Tablet,1,Yes,25-34,Other,3.39,In Stock,
U187,P268,Sports,add_to_cart,16-05-2025 12:03,1009.81,Hyderabad,Tablet,3,Yes,45-54,Male,4.22,In Stock,
U15,P783,Home,add_to_cart,08-01-2025 09:46,428.69,Mumbai,Tablet,1,No,35-44,Male,3.08,Out of Stock,
U649,P745,Books,purchase,24-12-2024 19:24,101.98,Pune,Mobile,1,Yes,18-24,Other,1.23,Out of Stock,Net Banking
U675,P144,Clothing,add_to_cart,01-01-2025 08:16,417.01,Bangalore,Mobile,2,Yes,45-54,Male,2.49,Out of Stock,
U982,P390,Home,add_to_cart,17-04-2025 16:28,851.35,Delhi,Desktop,1,No,45-54,Male,2.97,In Stock,
U170,P229,Sports,purchase,18-12-2024 18:22,102.15,Chennai,Mobile,3,No,55+,Other,3.59,Out of Stock,Net Banking
U325,P414,Books,add_to_cart,11-03-2025 12:10,818.31,Kolkata,Desktop,4,No,18-24,Other,1.31,Out of Stock,
U375,P844,Electronics,add_to_cart,02-01-2025 10:07,398.06,Chennai,Tablet,3,Yes,55+,Female,1.9,In Stock,
U926,P31,Electronics,view,28-02-2025 19:47,636.99,Chennai,Tablet,0,No,35-44,Other,4.84,In Stock,
U592,P348,Beauty,view,17-03-2025 14:45,620.68,Mumbai,Desktop,0,No,18-24,Male,3.7,In Stock,
U711,P449,Books,purchase,11-02-2025 12:33,326.09,Pune,Mobile,4,No,18-24,Other,1.67,In Stock,UPI
U579,P300,Beauty,view,10-04-2025 03:14,835.93,Kolkata,Tablet,0,No,55+,Male,4.91,In Stock,
U853,P332,Toys,add_to_cart,08-03-2025 13:12,752.13,Pune,Desktop,3,Yes,18-24,Female,1.98,In Stock,
U908,P686,Home,view,20-01-2025 01:25,875.98,Hyderabad,Tablet,0,Yes,45-54,Other,1.05,Out of Stock,
U66,P216,Beauty,view,22-04-2025 13:41,443.06,Delhi,Desktop,0,Yes,25-34,Male,3.99,Out of Stock,
U154,P513,Sports,purchase,04-01-2025 18:21,966.21,Delhi,Mobile,2,Yes,45-54,Other,3.72,In Stock,UPI
U886,P342,Toys,add_to_cart,10-12-2024 07:03,542.85,Bangalore,Desktop,2,No,55+,Male,3.33,In Stock,
U925,P800,Clothing,add_to_cart,21-04-2025 05:16,531.92,Mumbai,Mobile,5,No,18-24,Male,2.88,In Stock,
U337,P398,Beauty,add_to_cart,14-03-2025 06:02,921.61,Mumbai,Mobile,3,Yes,18-24,Female,2.18,Out of Stock,
U135,P587,Home,add_to_cart,31-01-2025 17:18,144.75,Kolkata,Desktop,3,Yes,18-24,Other,3.66,Out of Stock,
U154,P381,Electronics,view,19-04-2025 10:04,697.35,Bangalore,Mobile,0,No,55+,Male,1.93,In Stock,
U981,P423,Home,purchase,05-05-2025 14:53,435.23,Mumbai,Tablet,5,Yes,45-54,Male,3.12,Out of Stock,Net Banking
U144,P209,Books,add_to_cart,31-12-2024 03:25,82.91,Bangalore,Tablet,1,No,18-24,Other,3.44,Out of Stock,
U360,P785,Sports,view,23-05-2025 07:51,484.72,Pune,Mobile,0,Yes,18-24,Other,4.38,In Stock,
U851,P708,Beauty,view,08-05-2025 04:34,1040.84,Delhi,Mobile,0,Yes,35-44,Female,2.19,In Stock,
U952,P261,Electronics,view,27-04-2025 05:13,884.97,Kolkata,Desktop,0,No,35-44,Other,1.9,Out of Stock,
U678,P559,Beauty,purchase,10-04-2025 12:27,193.44,Pune,Desktop,1,No,35-44,Male,1.85,Out of Stock,UPI
U336,P637,Home,view,11-05-2025 01:55,192.66,Pune,Tablet,0,No,18-24,Other,3.6,Out of Stock,
U569,P216,Electronics,purchase,23-02-2025 13:32,91.63,Pune,Desktop,4,Yes,35-44,Other,4.37,Out of Stock,UPI
U957,P315,Books,add_to_cart,11-12-2024 21:55,891.29,Delhi,Desktop,4,No,25-34,Male,1.84,In Stock,
U154,P256,Toys,view,22-04-2025 14:29,407.27,Bangalore,Tablet,0,No,45-54,Male,1.38,Out of Stock,
U416,P161,Sports,view,01-04-2025 10:10,244.35,Kolkata,Tablet,0,Yes,25-34,Male,3.25,Out of Stock,
U545,P444,Sports,add_to_cart,20-04-2025 04:49,515.08,Mumbai,Tablet,3,No,25-34,Female,4.06,Out of Stock,
U75,P718,Beauty,add_to_cart,06-05-2025 10:19,885.38,Kolkata,Tablet,5,No,18-24,Other,1.12,Out of Stock,
U212,P678,Toys,add_to_cart,29-12-2024 11:34,995.64,Mumbai,Tablet,1,Yes,45-54,Other,2.96,Out of Stock,
U324,P130,Beauty,add_to_cart,01-02-2025 15:59,130.33,Hyderabad,Tablet,4,Yes,35-44,Female,1.55,Out of Stock,
U820,P312,Sports,view,20-12-2024 04:04,866.76,Pune,Mobile,0,Yes,25-34,Female,2.94,In Stock,
U44,P977,Beauty,add_to_cart,13-02-2025 02:51,1021.45,Mumbai,Tablet,1,No,18-24,Male,2.03,Out of Stock,
U539,P372,Electronics,add_to_cart,17-02-2025 09:28,147.72,Hyderabad,Mobile,5,No,18-24,Female,4.01,In Stock,
U778,P801,Electronics,purchase,03-06-2025 12:08,371.67,Kolkata,Desktop,1,No,55+,Other,1.35,In Stock,Debit Card
U180,P149,Sports,add_to_cart,02-03-2025 09:43,635.26,Kolkata,Mobile,3,Yes,18-24,Female,4.85,In Stock,
U396,P27,Toys,purchase,07-02-2025 18:29,740.08,Chennai,Desktop,3,No,45-54,Other,1.1,Out of Stock,Credit Card
U251,P542,Beauty,view,06-05-2025 20:32,951.6,Pune,Tablet,0,Yes,55+,Female,1.74,In Stock,
U446,P963,Clothing,purchase,13-05-2025 07:35,608.83,Delhi,Mobile,1,Yes,55+,Female,4.21,In Stock,Cash
U741,P312,Sports,view,16-05-2025 16:17,507.31,Hyderabad,Desktop,0,Yes,45-54,Other,1.74,In Stock,
U615,P154,Beauty,view,17-05-2025 09:24,748.06,Mumbai,Mobile,0,No,25-34,Other,2.68,Out of Stock,
U117,P562,Toys,purchase,12-12-2024 01:53,613.93,Pune,Mobile,1,Yes,18-24,Other,1.87,Out of Stock,UPI
U884,P120,Clothing,view,20-03-2025 07:47,938.66,Chennai,Desktop,0,Yes,35-44,Other,3.66,In Stock,
U277,P765,Clothing,view,26-01-2025 02:36,1014.98,Pune,Mobile,0,No,18-24,Male,3.65,Out of Stock,
U736,P773,Electronics,view,01-02-2025 07:32,506.9,Delhi,Mobile,0,Yes,55+,Other,1.44,Out of Stock,
U420,P216,Electronics,add_to_cart,13-01-2025 00:49,835.96,Pune,Desktop,3,No,55+,Female,3.36,Out of Stock,
U871,P181,Clothing,purchase,07-12-2024 11:16,504.54,Pune,Mobile,3,No,45-54,Female,3.46,Out of Stock,Debit Card
U709,P500,Beauty,purchase,17-01-2025 07:18,1036.02,Hyderabad,Tablet,1,Yes,45-54,Male,2.05,Out of Stock,UPI
U52,P572,Clothing,view,04-02-2025 22:47,748.07,Hyderabad,Mobile,0,No,25-34,Other,2.03,Out of Stock,
U201,P932,Home,add_to_cart,29-03-2025 04:28,898.01,Chennai,Tablet,5,Yes,45-54,Male,3.37,In Stock,
U72,P58,Home,purchase,26-04-2025 18:47,247.61,Delhi,Mobile,4,No,25-34,Female,3.05,In Stock,Debit Card
U802,P980,Beauty,purchase,04-05-2025 13:53,66.54,Pune,Tablet,4,Yes,35-44,Male,3.89,In Stock,UPI
U743,P103,Sports,view,22-02-2025 18:22,606.08,Delhi,Tablet,0,No,25-34,Other,1.74,Out of Stock,
U703,P43,Beauty,purchase,26-03-2025 12:13,1004.08,Delhi,Tablet,2,Yes,18-24,Female,4.16,Out of Stock,UPI
U820,P521,Home,add_to_cart,03-06-2025 19:38,96.05,Delhi,Desktop,5,Yes,35-44,Female,1.97,Out of Stock,
U731,P723,Books,add_to_cart,31-03-2025 10:55,890.89,Mumbai,Tablet,2,Yes,45-54,Male,2.69,In Stock,
